时间,班级,教室,应到,实到,任课老师,任课课程,出勤率,排名,请假,旷课,
时间,班级,教室,应到,实到,任课老师,任课课程,出勤率,排名,请假,旷课,
2023.10.23 周一03、04节,计算机类2314班,N4-309,78,78,a,高等数学B1,100.00%,0,0,0
2023.10.24 周二05、06节,计科2112班,N4-206,85,85,a,大学生就业指导,100.00%,0,0,0
2023.10.25 周三03、04节,计算机类2314班,N6-208,65,64,a,思想道德与法治,98.46%,0,0,1
2023.10.25 周三05、06节,计科2111班,N4-307,55,54,a,算法设计与分析,98.18%,0,0,1
